E_sim,E_solver,base,d_nu,f,gap,k_soft,n_bonds,n_diluted,nu_sim,nu_solver,ok,seed,sign_flip,z_live
0.9795115751977831,0.9795115823871827,regular,4.072007731004135e-09,0.05,1.7636583663054913e-08,1e-08,360,18,0.345463284487861,0.3454632804158533,1,0,0,5.7
0.9845660781988617,0.9845660794031827,regular,2.1083972900903802e-09,0.05,6.763378735163917e-09,1e-08,360,18,0.33056484040251366,0.33056484251091095,1,1,0,5.7
1.0041786988831964,1.0041786907337995,regular,2.7884647924025785e-09,0.05,1.5558290880347593e-08,1e-08,360,18,0.3246523488963934,0.3246523516848582,1,2,0,5.7
0.7731885566737189,0.773188551398313,regular,7.2610205625878166e-09,0.1,2.4385800954148826e-08,1e-08,360,36,0.36342999306860385,0.3634300003296244,1,0,0,5.4
0.8230884836737857,0.8230884819594123,regular,2.905419849152935e-09,0.1,9.945365038912407e-09,1e-08,360,36,0.31952825384574585,0.3195282567511657,1,1,0,5.4
0.8255367313553708,0.8255367432757347,regular,3.6276060488837913e-09,0.1,2.4506152555268174e-08,1e-08,360,36,0.31035986174358277,0.3103598581159767,1,2,0,5.4
0.6465846020038151,0.646584598452098,regular,2.7948018233026062e-08,0.15,7.845231868172852e-08,1e-08,360,54,0.3330632634109353,0.3330632913589535,1,0,0,5.1
0.6145572133155817,0.6145572361056464,regular,1.2426068396464984e-08,0.15,7.133378918831514e-08,1e-08,360,54,0.3128041338290821,0.3128041462551505,1,1,0,5.1
0.6569931780615983,0.6569931755169655,regular,8.399252182655914e-09,0.15,2.3928692099435613e-08,1e-08,360,54,0.3687995495837533,0.36879954118450115,1,2,0,5.1
0.36171651762244694,0.36171650394774657,regular,2.276645871823746e-09,0.2,4.287794990989712e-08,1e-08,360,72,0.39878327648247663,0.3987832787591225,1,0,0,4.8
0.3959962834236812,0.39599627194390324,regular,3.937889103688974e-08,0.2,1.8221135093039736e-07,1e-08,360,72,0.20700589805996833,0.2070058586810773,1,1,0,4.8
0.5672762912749013,0.5672762871792545,regular,1.2072321975420408e-08,0.2,4.404092037795946e-08,1e-08,360,72,0.27786445830346157,0.27786447037578355,1,2,0,4.8
0.21455520270908546,0.21455520276676426,regular,2.6053907919987296e-09,0.3,5.636665093390079e-09,1e-08,360,108,0.4353708414375338,0.435370838832143,1,0,0,4.2
0.24606694693956843,0.24606695775686524,regular,1.075001854200508e-08,0.3,6.555018241839309e-08,1e-08,360,108,0.44793051958518953,0.447930508835171,1,1,0,4.2
0.19086278813421634,0.19086279773179327,regular,3.132031867192353e-08,0.3,1.1426723167333459e-07,1e-08,360,108,0.4395175522074344,0.4395175208871157,1,2,0,4.2
1.4050148019199753e-07,1.405014839204589e-07,regular,8.764260983618044e-10,0.4,2.8908722081910298e-08,1e-08,360,144,0.3195022476338613,0.3195022467574352,1,0,0,3.6
1.2248072266568237e-07,1.2248072526533652e-07,regular,6.010364761444009e-09,0.4,3.930362535262186e-08,1e-08,360,144,0.2824570782731176,0.2824570842834824,1,1,0,3.6
0.020693696263800753,0.020693697515169838,regular,0.00030341607325834463,0.4,0.0010142306305473282,1e-08,360,144,0.2491766918108984,0.24887327573764007,1,2,0,3.6
1.1547005383791242,1.1547005383792515,regular,1.1102230246251565e-16,0.0,1.1047538532751866e-13,1e-12,360,0,0.33333333333333337,0.33333333333333326,1,0,0,6.0
1.0004164624986784,0.9721121278334246,regular,0.0022308791154991847,0.05,0.03418069105862182,1e-12,360,18,0.32887676347638134,0.32664588436088215,1,0,0,5.7
0.9868590239671063,0.9431706653468022,regular,0.013187343333915136,0.05,0.07789833577485117,1e-12,360,18,0.342151041488154,0.32896369815423887,1,1,0,5.7
0.9793262796628603,0.9411104180157595,regular,0.005517321080792004,0.05,0.05366880550440299,1e-12,360,18,0.3267066223956311,0.3211893013148391,1,2,0,5.7
0.837624532211503,0.7770673367041174,regular,0.010749390903275091,0.1,0.10193342950863644,1e-12,360,36,0.31270073559586353,0.30195134469258844,1,0,0,5.4
0.8616616512605171,0.8309972568009445,regular,0.0010002901687048427,0.1,0.038420443789084394,1e-12,360,36,0.303093645159323,0.30409393532802786,1,1,0,5.4
0.8662187215087215,0.8114169246728307,regular,0.00808219942315136,0.1,0.08394026140914258,1e-12,360,36,0.34092184184990115,0.3328396424267498,1,2,0,5.4
0.6493107126409652,0.5000504946102413,regular,0.09950225252137185,0.15,0.4985717223820427,1e-12,360,54,0.3203141774550238,0.22081192493365193,1,0,0,5.1
0.7056521708454482,0.5643291752012162,regular,0.009112784867093715,0.15,0.22930372898221754,1e-12,360,54,0.2639000949113563,0.27301287977845,1,1,0,5.1
0.6336827684926184,0.5634379565807718,regular,0.02794179615428727,0.15,0.17870817071697748,1e-12,360,54,0.3617779145529043,0.33383611839861704,1,2,0,5.1
0.49052357905426563,0.4531071929733631,regular,0.030259581200386187,0.2,0.17961230197128292,1e-12,360,72,0.24283323198495577,0.27309281318534195,1,0,0,4.8
0.43481863820181094,0.3905756996677545,regular,0.04245270117311872,0.2,0.21478845089403534,1e-12,360,72,0.32556091373496965,0.36801361490808837,1,1,0,4.8
0.5757987783930868,0.5240253382553682,regular,0.044809089980094696,0.2,0.21286087507149826,1e-12,360,72,0.31446446044316867,0.269655370463074,1,2,0,4.8
0.10693029960634058,0.10693282845553356,regular,2.158993275713783e-06,0.3,2.6788813537737016e-05,1e-12,360,108,0.6377300235371359,0.6377321825304116,1,0,0,4.2
0.1287283677296347,0.12839577249945905,regular,0.0009201491737051148,0.3,0.006276514521024739,1e-12,360,108,0.19917273199795127,0.20009288117165638,1,1,0,4.2
0.16377283980278717,0.16375751427027102,regular,4.158669648690605e-05,0.3,0.00016853216242602325,1e-12,360,108,0.5048282762864208,0.5047866895899339,1,2,0,4.2
0.04811252244474407,0.038877363810646125,regular,5683.053165384773,0.4,69670.09801787187,1e-12,360,144,0.0315711328759434,5683.084736517649,1,0,0,3.6
1.2275030094338468e-11,6.741193175445124e-11,regular,0.09684430079074846,0.4,4.618546837114566,1e-12,360,144,0.7140381077765328,0.6171938069857843,1,1,0,3.6
1.689355356834437e-11,6.136133437386637e-11,regular,0.1215084523233384,0.4,2.794858916593819,1e-12,360,144,0.6971685239718273,0.5756600716484889,1,2,0,3.6
1.1547005383791242,1.1547005383792515,regular,1.1102230246251565e-16,0.0,1.1047538532751866e-13,1e-20,360,0,0.33333333333333337,0.33333333333333326,1,0,0,6.0
0.9879801537126157,0.8806538616568753,regular,0.02538226037927488,0.05,0.1741819708905746,1e-20,360,18,0.3372202012494443,0.3626024616287192,1,0,0,5.7
0.9752124609580156,0.9382126892050646,regular,0.002241842799792504,0.05,0.0437649445709374,1e-20,360,18,0.33488367415071574,0.33264183135092323,1,1,0,5.7
1.0042107795113822,0.9879214566651775,regular,0.00025587415650751844,0.05,0.01688827476720503,1e-20,360,18,0.333472786409889,0.3337286605663965,1,2,0,5.7
0.7910780104232822,0.633082813277456,regular,0.008025365263108208,0.1,0.2203483916256187,1e-20,360,36,0.33907079582510946,0.34709616108821767,1,0,0,5.4
0.8337679174551827,0.6845577630841658,regular,0.1868782937004385,0.1,0.7470802330168831,1e-20,360,36,0.2789407896423914,0.09206249594195287,1,1,0,5.4
0.836138580017573,0.7876058221816895,regular,0.002370085811809086,0.1,0.06423674818636729,1e-20,360,36,0.33271438542108034,0.33034429960927125,1,2,0,5.4
0.6463481806432967,0.6073561932321103,regular,0.026399105570338532,0.15,0.1320462706427483,1e-20,360,54,0.3180873728295498,0.29168826725921126,1,0,0,5.1
0.5608141358045651,0.14895924370843966,regular,0.4431223844676063,0.15,1.6244611259871786,1e-20,360,54,0.44784913557997297,0.8909715200475793,1,1,0,5.1
0.604823976991081,0.44794588287082787,regular,0.008706157457744057,0.15,0.2807252849694285,1e-20,360,54,0.3578363287935491,0.34913017133580504,1,2,0,5.1
