E_sim,E_solver,base,d_nu,f,gap,k_soft,n_bonds,n_diluted,nu_sim,nu_solver,ok,seed,sign_flip,z_live
0.39411039027548145,0.3941103902740452,eta0.25,2.7766677845875165e-12,0.2,1.115886722150158e-11,0.0001,360,72,0.3195026276597702,0.3195026276625469,1,2,0,4.8
0.1444968342910285,0.14449683428946525,eta0.25,7.991718398159264e-12,0.3,4.124634287464169e-11,0.0001,360,108,0.21264555024327153,0.2126455502352798,1,0,0,4.2
0.16259991102422247,0.16259991102129612,eta0.25,1.0558220964185239e-12,0.3,2.0514084819731306e-11,0.0001,360,108,0.36950634365886537,0.3695063436599212,1,1,0,4.2
0.08875099654895688,0.08875099654873067,eta0.25,6.766809335090329e-13,0.3,4.565109058626102e-12,0.0001,360,108,0.28560265305259336,0.28560265305327004,1,2,0,4.2
0.002011880731132933,0.002011880731133212,eta0.25,3.502753642692369e-14,0.4,2.1122008328127905e-13,0.0001,360,144,0.4323729676173889,0.43237296761742394,1,0,0,3.6
0.0012638744213185607,0.0012638744213163936,eta0.25,3.2389091408902004e-12,0.4,9.174804176497563e-12,0.0001,360,144,0.384161200513802,0.3841612005105631,1,1,0,3.6
0.0018703638022148092,0.001870363802213027,eta0.25,6.839528943203277e-13,0.4,3.056226524700018e-12,0.0001,360,144,0.27517194979435317,0.2751719497950371,1,2,0,3.6
1.0704470676446431,1.0704470676442104,eta0.25,7.882583474838611e-15,0.0,4.2794817718297176e-13,1e-06,360,0,0.2831060582479291,0.28310605824792123,1,0,0,6.0
0.9042022942950783,0.9042022943003392,eta0.25,4.66304772572812e-12,0.05,1.953976929815954e-11,1e-06,360,18,0.28983541344199326,0.2898354134373302,1,0,0,5.7
0.8968915621117866,0.8968915620796141,eta0.25,1.2492229473082261e-12,0.05,3.9422242997151526e-11,1e-06,360,18,0.3017805229733903,0.30178052297463953,1,1,0,5.7
0.924543234217573,0.9245432340305353,eta0.25,8.689843289388932e-11,0.05,4.5691741626656957e-10,1e-06,360,18,0.2912940175524665,0.2912940176393649,1,2,0,5.7
0.7070361197369515,0.7070361197224236,eta0.25,2.6113389228754613e-11,0.1,1.1809763095726771e-10,1e-06,360,36,0.21769199064406608,0.21769199067017947,1,0,0,5.4
0.7698388451768128,0.7698388450966898,eta0.25,1.0158079932764963e-10,0.1,3.944058518172896e-10,1e-06,360,36,0.2998826478063053,0.2998826479078861,1,1,0,5.4
0.7239492964578653,0.7239492966354788,eta0.25,2.8543695185234697e-10,0.1,1.0549057048292877e-09,1e-06,360,36,0.30258019555320886,0.3025801958386458,1,2,0,5.4
0.5517259527524698,0.5517259529356695,eta0.25,1.9102291970440888e-10,0.15,8.508848937436641e-10,1e-06,360,54,0.3181755116444374,0.3181755114534145,1,0,0,5.1
0.5898212051233502,0.5898212051920777,eta0.25,3.536065884546247e-11,0.15,2.589725339995664e-10,1e-06,360,54,0.19823209322049407,0.19823209325585472,1,1,0,5.1
0.6836748435230464,0.683674843548707,eta0.25,5.7463533931212396e-11,0.15,2.0940039959478006e-10,1e-06,360,54,0.28434869046908906,0.2843486905265526,1,2,0,5.1
0.4540560723773144,0.4540560723428389,eta0.25,3.317437435867987e-10,0.2,1.1424807806003143e-09,1e-06,360,72,0.2610429103788122,0.2610429100470685,1,0,0,4.8
0.4308982928745614,0.43089829269470414,eta0.25,2.3051560660292125e-12,0.2,4.2225907214789e-10,1e-06,360,72,0.42446886269534356,0.4244688626930384,1,1,0,4.8
0.40657784348309234,0.40657784354529847,eta0.25,9.937617395650022e-11,0.2,5.549309861612201e-10,1e-06,360,72,0.19724643420999557,0.19724643430937175,1,2,0,4.8
0.03959936563626262,0.039599365628961575,eta0.25,6.019624312902927e-10,0.3,6.052640851292782e-09,1e-06,360,108,0.05257923344858073,0.0525792328466183,1,0,0,4.2
0.11787780230328582,0.11787780223333715,eta0.25,1.076289612989001e-09,0.3,3.053535353325013e-09,1e-06,360,108,0.3874920071096729,0.3874920081859625,1,1,0,4.2
0.11136085150347563,0.11136085148591535,eta0.25,7.84349252214156e-11,0.3,4.061992805449651e-10,1e-06,360,108,0.26561936389806284,0.2656193638196279,1,2,0,4.2
2.9254112376460068e-05,2.9254112385921795e-05,eta0.25,2.8990143619012088e-12,0.4,3.2720230057762464e-10,1e-06,360,144,0.7189864786365368,0.7189864786394358,1,0,0,3.6
0.00023186160509212325,0.00023186160513047566,eta0.25,6.897832305341467e-11,0.4,3.1004209847023704e-10,1e-06,360,144,0.4269251618310158,0.4269251617620375,1,1,0,3.6
2.418975245968642e-05,2.4189752460004907e-05,eta0.25,6.077088832157074e-11,0.4,2.673297417990818e-10,1e-06,360,144,0.18910154221986758,0.18910154228063847,1,2,0,3.6
1.0704470676446431,1.0704470676442104,eta0.25,7.882583474838611e-15,0.0,4.2794817718297176e-13,1e-08,360,0,0.2831060582479291,0.28310605824792123,1,0,0,6.0
0.9179392669522831,0.9179392667927517,eta0.25,8.590018141241273e-10,0.05,2.639991298128965e-09,1e-08,360,18,0.2983101107654905,0.29831011162449234,1,0,0,5.7
0.9451195411533173,0.9451195398800619,eta0.25,1.8708747329121422e-09,0.05,7.062530543945156e-09,1e-08,360,18,0.27734263997943537,0.2773426418503101,1,1,0,5.7
0.9312887514800005,0.9312887502062765,eta0.25,2.0950568502264844e-09,0.05,8.310627451532457e-09,1e-08,360,18,0.2517541167129549,0.25175411880801174,1,2,0,5.7
0.7313631380904264,0.7313631434446172,eta0.25,1.5688093046861695e-09,0.1,1.2465901904323664e-08,1e-08,360,36,0.25491539280643905,0.25491539123762974,1,0,0,5.4
0.6795204237608414,0.6795204325087157,eta0.25,1.0963024654753184e-08,0.1,4.215692103609066e-08,1e-08,360,36,0.32437778126285954,0.3243777702998349,1,1,0,5.4
0.7448003852765869,0.744800387322457,eta0.25,1.5973452560658075e-09,0.1,6.9523203727807265e-09,1e-08,360,36,0.32982743115535385,0.3298274327526991,1,2,0,5.4
0.618922495150255,0.6189224971796541,eta0.25,1.0006227901815379e-08,0.15,3.570120096516802e-08,1e-08,360,54,0.25862198692646504,0.25862197692023714,1,0,0,5.1
0.5604578980211237,0.5604579152540135,eta0.25,2.6517361861877475e-08,0.15,1.1783985544195287e-07,1e-08,360,54,0.25447535972402524,0.2544753862413871,1,1,0,5.1
0.5733406302651245,0.573340631691646,eta0.25,6.830648491273905e-09,0.15,2.008400213021578e-08,1e-08,360,54,0.338195129389936,0.3381951225592875,1,2,0,5.1
0.42476516339804743,0.4247651686526862,eta0.25,2.186498276879334e-08,0.2,7.34386354264753e-08,1e-08,360,72,0.3080435388662617,0.30804356073124445,1,0,0,4.8
0.37724524915979585,0.3772452177255591,eta0.25,3.491623534745969e-08,0.2,2.0064856770601756e-07,1e-08,360,72,0.24760817939795854,0.2476082143141939,1,1,0,4.8
0.3715782998162749,0.3715782777339057,eta0.25,2.6486176030182662e-09,0.2,6.460078994135245e-08,1e-08,360,72,0.4620858358772291,0.4620858385258467,1,2,0,4.8
0.1619328862436455,0.16193287652643337,eta0.25,3.937087306171705e-08,0.3,1.4592740452554105e-07,1e-08,360,108,0.40822842166681383,0.4082284610376869,1,0,0,4.2
0.03414959059174521,0.034149592382861214,eta0.25,1.41412515475281e-07,0.3,2.60969093210921e-07,1e-08,360,108,-0.6281725218246037,-0.6281726632371192,1,1,0,4.2
0.1113172077848298,0.1113171815276054,eta0.25,1.928844594323298e-07,0.3,1.4344697787583624e-06,1e-08,360,108,0.11092583144356377,0.1109260243280232,1,2,0,4.2
1.9269564199713972e-07,1.926956387875252e-07,eta0.25,3.6019081051108515e-09,0.4,2.4386737787588613e-08,1e-08,360,144,0.4159440965217134,0.4159441001236215,1,0,0,3.6
1.2201763891262224e-07,1.2201763787265636e-07,eta0.25,4.357636307350532e-09,0.4,2.9843003905610856e-08,1e-08,360,144,-0.15439265901526739,-0.15439265465763108,1,1,0,3.6
2.32685770994379e-07,2.3268576901855882e-07,eta0.25,1.869486787597907e-10,0.4,8.944998441456747e-09,1e-08,360,144,0.362115412885497,0.36211541307244566,1,2,0,3.6
1.0704470676446431,1.0704470676442104,eta0.25,7.882583474838611e-15,0.0,4.2794817718297176e-13,1e-12,360,0,0.2831060582479291,0.28310605824792123,1,0,0,6.0
0.8869811922033053,0.8511987781436183,eta0.25,0.009109850869872704,0.05,0.06690517749170471,1e-12,360,18,0.2929477069881615,0.2838378561182888,1,0,0,5.7
0.9078013358014926,0.871665318435549,eta0.25,0.013600287430151514,0.05,0.0828646808307324,1e-12,360,18,0.26585534195335214,0.25225505452320063,1,1,0,5.7
0.9048231608415231,0.8396017080672019,eta0.25,0.017388043933167174,0.05,0.1217860168964282,1e-12,360,18,0.2998316843284907,0.3172197282616579,1,2,0,5.7
0.7376379923240324,0.6785131317316453,eta0.25,0.033074834110052964,0.1,0.17703267748319704,1e-12,360,36,0.2914057570456068,0.32448059115565975,1,0,0,5.4
0.7769230345417263,0.613060761434573,eta0.25,0.048590525302552146,0.1,0.348326377313285,1e-12,360,36,0.3036054419301475,0.35219596723269964,1,1,0,5.4
0.7400447643632064,0.7013712116622819,eta0.25,0.0003132209085792148,0.1,0.053270216613726454,1e-12,360,36,0.2595618428056773,0.2592486218970981,1,2,0,5.4
0.5469319818288871,0.4512737240278646,eta0.25,0.06972257273514756,0.15,0.4133497593147675,1e-12,360,54,0.24239909898510006,0.31212167172024763,1,0,0,5.1
0.6067332085210688,0.5750448460217299,eta0.25,0.004602498601276428,0.15,0.06756214001682784,1e-12,360,54,0.2501439511540748,0.2547464497553512,1,1,0,5.1
0.5942837512941301,0.570071311773566,eta0.25,0.002647004746742121,0.15,0.0475819497913767,1e-12,360,54,0.3370043037657246,0.3343572990189825,1,2,0,5.1
0.39496300654832245,0.3569786599794401,eta0.25,0.003466864131209446,0.2,0.10582982234642306,1e-12,360,72,0.30896618962082545,0.3124330537520349,1,0,0,4.8
0.42958747648508305,0.18715169799923864,eta0.25,0.18374680874155463,0.2,1.3707948796135137,1e-12,360,72,0.17784668648744223,0.36159349522899686,1,1,0,4.8
0.46165643792158856,0.40690011807706283,eta0.25,0.022919450215717507,0.2,0.1754483204643655,1e-12,360,72,0.3532278703144064,0.3761473205301239,1,2,0,4.8
0.08096093456225363,0.0809572739527177,eta0.25,5.9870391072802676e-05,0.3,0.00015327400716352326,1e-12,360,108,0.5040502816689127,0.5041101520599856,1,0,0,4.2
0.19964491554336303,0.199680407208138,eta0.25,5.1525102686189594e-05,0.3,0.00034890979352687583,1e-12,360,108,0.25107720821521295,0.25112873331789914,1,1,0,4.2
0.14653106127041765,0.1465736542766563,eta0.25,0.00011125399999480784,0.3,0.0014806036889599655,1e-12,360,108,-0.04349640735228566,-0.04338515335229085,1,2,0,4.2
1.2653006668963948e-11,5.478954549124793e-11,eta0.25,0.09099426430845213,0.4,3.8995502584729325,1e-12,360,144,0.10981005979954796,0.2008043241080001,1,0,0,3.6
1.1415427371874807e-11,6.436514434105015e-11,eta0.25,0.31142631866958276,0.4,5.212411622656899,1e-12,360,144,0.4925765857989334,0.18115026712935062,1,1,0,3.6
1.4825682170076036e-10,2.2407534255992665e-10,eta0.25,0.12350268465668227,0.4,0.8606847086793625,1e-12,360,144,0.3035873149729323,0.18008463031625002,1,2,0,3.6
1.0704470676446431,1.0704470676442104,eta0.25,7.882583474838611e-15,0.0,4.2794817718297176e-13,1e-20,360,0,0.2831060582479291,0.28310605824792123,1,0,0,6.0
0.9071000172481272,0.8603967628742837,eta0.25,0.015440858442221317,0.05,0.0954241015759055,1e-20,360,18,0.30142564724945486,0.28598478880723355,1,0,0,5.7
0.8730299019420937,0.7508394663237696,eta0.25,0.04049327405209863,0.05,0.2576415795430125,1e-20,360,18,0.29409578429074296,0.25360251023864433,1,1,0,5.7
0.9549607643622258,0.8000001966394517,eta0.25,0.043536255672248,0.05,0.3072250312411935,1e-20,360,18,0.25034119799563953,0.20680494232339153,1,2,0,5.7
0.7221016882469661,0.588854689617317,eta0.25,0.025030575692673862,0.1,0.2473346771616849,1e-20,360,36,0.3485250458699921,0.32349447017731825,1,0,0,5.4
0.6549921270095284,0.46690738637438667,eta0.25,0.08524435793479657,0.1,0.5133696220118213,1e-20,360,36,0.3268307780539716,0.41207513598876816,1,1,0,5.4
0.7660010867908759,0.6852782640497321,eta0.25,0.053332649721741066,0.1,0.2510810992792251,1e-20,360,36,0.31604684560575014,0.26271419588400907,1,2,0,5.4
0.5588659941935035,0.2939504414769709,eta0.25,0.09673661224514696,0.15,0.7721691117239013,1e-20,360,54,0.27446084233453716,0.1777242300893902,1,0,0,5.1
0.633830721223914,0.5532017539573947,eta0.25,0.010973116687406637,0.15,0.16195790187050613,1e-20,360,54,0.26578305013246695,0.2548099334450603,1,1,0,5.1
0.6366048269282856,0.5696644945883503,eta0.25,0.01480799277794595,0.15,0.15235865779691857,1e-20,360,54,0.2636850565528023,0.24887706377485633,1,2,0,5.1
0.4778582937581547,0.213242901222123,eta0.25,0.1729140492365452,0.2,1.0786349173344214,1e-20,360,72,0.2794340963858829,0.4523481456224281,1,0,0,4.8
0.47772855943640685,0.4581753608352801,eta0.25,0.033120442177217074,0.2,0.2015199369570162,1e-20,360,72,0.15624170439163934,0.12312126221442227,1,1,0,4.8
0.34268983168466693,0.2559117766376137,eta0.25,0.005483701229953231,0.2,0.2670156410821942,1e-20,360,72,0.34767487193771984,0.3421911707077666,1,2,0,4.8
0.10196777919314735,0.09654736935863008,eta0.25,0.032953862865534145,0.3,0.10487267150441519,1e-20,360,108,0.5872254396707024,0.5542715768051683,1,0,0,4.2
0.10493273062858353,0.10495514166804612,eta0.25,1.3368421203988068e-05,0.3,0.00030470581052305124,1e-20,360,108,0.09669534035807494,0.09670870877927892,1,1,0,4.2
0.08839569852114532,0.08839618172481084,eta0.25,8.379027655369686e-05,0.3,0.00017735353141133445,1e-20,360,108,0.4374725736189253,0.4373887833423716,1,2,0,4.2
7.08696374153513e-16,1.1668804020992047e-10,eta0.25,1.403545301643914,0.4,117.67949194090446,1e-20,360,144,-1.36463543892917,0.03890986271474392,1,0,1,3.6
6.13951542959913e-17,8.478164073537774e-11,eta0.25,1.389658698740338,0.4,85.93070941362825,1e-20,360,144,1.1593136633547947,-0.2303450353855435,1,1,1,3.6
5.0213198126073945e-14,9.147328447163e-11,eta0.25,2.222512826334646,0.4,92.4065306547874,1e-20,360,144,-2.209892852345466,0.012619973989180105,1,2,1,3.6
1.0704470676446431,1.0704470676442104,eta0.25,7.882583474838611e-15,0.0,4.2794817718297176e-13,1e-40,360,0,0.2831060582479291,0.28310605824792123,1,0,0,6.0
0.8712921698536896,0.8288711207116496,eta0.25,0.0004485282848926686,0.05,0.04992071517087017,1e-40,360,18,0.31371036220689724,0.3141588904917899,1,0,0,5.7
0.9415880244274168,0.8745401346417704,eta0.25,0.002368889396130447,0.05,0.07871708142339372,1e-40,360,18,0.26543824357476875,0.2678071329708992,1,1,0,5.7
0.8702000687132717,0.8446278189830303,eta0.25,0.012949076361379042,0.05,0.06788746397241735,1e-40,360,18,0.28633238318434173,0.2992814595457208,1,2,0,5.7
0.7630941538307363,0.6057117698311003,eta0.25,0.0010009242391653128,0.1,0.2091244324273532,1e-40,360,36,0.29730030525054085,0.29830122948970617,1,0,0,5.4
0.7432758596130049,0.41119937160914527,eta0.25,0.06808723713004555,0.1,0.6389617533276342,1e-40,360,36,0.304274982589163,0.3723622197192086,1,1,0,5.4
0.8124133594728196,0.7769326563860255,eta0.25,0.0036122604186338836,0.1,0.053888055593330916,1e-40,360,36,0.3036286528770507,0.3000163924584168,1,2,0,5.4
0.5584976616769932,0.44366645922454795,eta0.25,0.04960179512853535,0.15,0.3397829926423226,1e-40,360,54,0.3196779814698012,0.27007618634126584,1,0,0,5.1
0.5510277944600515,0.40307614938943,eta0.25,0.1238447456576165,0.15,0.5922561580594725,1e-40,360,54,0.3325262198157538,0.20868147415813731,1,1,0,5.1
0.5990075953874143,0.28293995306786873,eta0.25,0.08415946533691243,0.15,0.8509369287736617,1e-40,360,54,0.2103260946662592,0.12616662932934677,1,2,0,5.1
0.40977524900974444,0.21348549952185678,eta0.25,0.2049824028654159,0.2,1.1052076900143062,1e-40,360,72,0.27734877227579957,0.4823311751412155,1,0,0,4.8
0.5120927222432682,0.44689904983154827,eta0.25,0.0329662550925838,0.2,0.2561146062270152,1e-40,360,72,0.2059367262717719,0.1729704711791881,1,1,0,4.8
0.4320956316196406,0.28581383623994583,eta0.25,0.005619601933870205,0.2,0.36168782404569544,1e-40,360,72,0.19277360684626135,0.18715400491239115,1,2,0,4.8
0.03313136264843561,0.033133919729501825,eta0.25,2.9432137251705903e-05,0.3,0.00011760645356893522,1e-40,360,108,0.6780428908239706,0.6780723229612223,1,0,0,4.2
0.14577848332158666,0.12105370742644278,eta0.25,0.15686958019924435,0.3,1.2707876068662118,1e-40,360,108,-0.0924555701139102,-0.24932515031315455,1,1,0,4.2
0.046282246023948065,0.04373905476917743,eta0.25,0.033445053276975334,0.3,0.16679699346413734,1e-40,360,108,0.24902400488487664,0.28246905816185197,1,2,0,4.2
-1.876931768168097e-15,9.093591499279657e-11,eta0.25,0.5987555156661184,0.4,91.76848850449151,1e-40,360,144,0.6707872647301534,0.07203174906403492,1,0,0,3.6
-1.9205193160724914e-14,9.583886185764779e-11,eta0.25,10.053868261455102,0.4,96.86668313518852,1e-40,360,144,-9.917983276446677,0.13588498500842627,1,1,1,3.6
-1.6990611046079374e-15,6.219757053387763e-11,eta0.25,0.2837155587932798,0.4,62.761624432324865,1e-40,360,144,0.45451341386865246,0.17079785507537268,1,2,0,3.6
