# commit=a031675 dirty=True saved_utc=2026-08-21T19:39:23+00:00
n_tri,rcond_min,rcond_p05,frac_rcond_lt_1e3,frac_rcond_lt_1e4,quality_min,quality_p05,area_min_over_mean,k_min_over_mean,frac_k_lt_1e3,run_id,topo,nu_target,nu_achieved,gap,dnu_bulk,dnu_worst
128,8.3492015941482e-09,1.002558262789989e-06,0.1953125,0.1171875,0.015919152522325834,0.05067172530854238,0.009199222124603201,1.0,0.0,15,honeycomb,-0.3,-0.30973693537124986,0.14488568589459677,0.01504430978547161,0.032044393960587336
128,2.291969043838475e-12,1.102356925841689e-05,0.15625,0.109375,0.0016979708117691732,0.07931837542361705,0.002434235568616177,1.0,0.0,16,honeycomb,-0.1,-0.07997354486979112,0.2753279731977573,0.015374486872442555,0.029696514687738512
128,7.939555419851185e-08,0.0004564598808389511,0.078125,0.03125,0.02864575113092834,0.240527304854883,0.02838398739570946,1.0,0.0,17,honeycomb,0.1,0.10111583424567024,2.909491382189248e-11,1.3676004773088835e-12,3.021805028424751e-12
128,1.2834114169272662e-06,0.0010891779856321867,0.046875,0.0234375,0.05449355673201125,0.2421723298163064,0.06300949367865667,1.0,0.0,18,honeycomb,0.2,0.20262227011700995,1.2290141348057304e-11,5.356270982304068e-13,1.690897422079729e-12
128,0.000137072861169059,0.0027737753090001857,0.03125,0.0,0.1558046511549762,0.3551839605732927,0.08330745549807408,1.0,0.0,19,honeycomb,0.3,0.2979331447353198,3.3048228170449124e-12,5.206945985491984e-14,4.216071936014032e-13
128,0.00023028241323005228,0.0021135019577672386,0.0078125,0.0,0.15841524997692055,0.3207611039042828,0.09146446089826221,1.0,0.0,20,honeycomb,0.4,0.31053930210497976,5.1988435284962324e-12,5.706546346573305e-14,7.563394355258879e-13
128,0.0004263872972940429,0.001912433141215626,0.015625,0.0,0.22672604799747934,0.32132230859753474,0.17287067303376022,1.0,0.0,21,honeycomb,0.6,0.3104851577996014,5.21419789350371e-12,1.322830733840874e-13,8.335554468885675e-13
128,0.00040097343063404903,0.0021837944351179566,0.015625,0.0,0.2099854738645293,0.3355508063056228,0.1305088916263333,1.0,0.0,22,honeycomb,0.9,0.3100667190390754,4.585574449384504e-12,1.1152190282359697e-13,7.133738044728943e-13
108,2.617307486644967e-07,1.423677706665598e-05,0.2037037037037037,0.12962962962962962,0.022758682736790777,0.06092665209155954,0.026172290484329428,1.0,0.0,23,kagome,-0.95,-0.24453995088267783,0.5534424537938005,0.08359944139032477,0.1386314596467511
108,1.846466067608248e-10,7.022199699627894e-06,0.16666666666666666,0.10185185185185185,0.004033094630956065,0.062563272924994,0.010262995082630035,1.0,0.0,24,kagome,-0.75,-0.21077407532677353,0.7224829008576922,0.11927780800162932,0.18134762276093913
108,1.8312719468665153e-14,4.145770780334576e-06,0.1574074074074074,0.12037037037037036,0.0004298340453822743,0.05300067064618829,0.0011182777782079007,1.0,0.0,25,kagome,-0.5,-0.20983771709818208,0.6714715427874844,0.11172892221744216,0.172383613171108
108,6.378536994734081e-12,1.6628862211732408e-06,0.1574074074074074,0.09259259259259259,0.002603597191426472,0.05610678424369653,0.002979520637204399,1.0,0.0,26,kagome,-0.3,-0.19167250183994522,0.6404769862139137,0.0744739717091723,0.1216364298070362
108,1.4097419748862707e-09,1.6730809221512665e-05,0.12037037037037036,0.07407407407407407,0.010146116591980916,0.09324958087890385,0.011605669421683808,1.0,0.0,27,kagome,-0.1,-0.08664330943188643,0.18767761585673398,0.012168654274917687,0.02175063292989636
108,9.447068526822198e-06,0.0012316991481697657,0.046296296296296294,0.018518518518518517,0.0828265854327717,0.2813218055496816,0.12356541969456285,1.0,0.0,28,kagome,0.1,0.09975872382339418,1.9855917342607597e-11,1.40451539287767e-12,1.957184414536073e-12
108,5.5303761069592495e-08,0.002965675647180713,0.046296296296296294,0.027777777777777776,0.023670568594153694,0.31523232097657006,0.035499613927260046,1.0,0.0,29,kagome,0.2,0.20103239127451955,5.003279858787347e-11,6.439654365308911e-12,1.0163342389901686e-11
108,2.647506183571864e-05,0.0016918887887499338,0.027777777777777776,0.009259259259259259,0.1177531297844538,0.3183725481080539,0.10358639725437145,1.0,0.0,30,kagome,0.3,0.2959178512458978,0.027559860282443234,0.0001560898460851723,0.005121190099229622
108,0.0007081930550968454,0.007243551097592412,0.009259259259259259,0.0,0.2659198586410818,0.4149547836606284,0.13743210746212517,1.0,0.0,31,kagome,0.4,0.3220639393419995,2.578512021979239e-12,1.9068080447937064e-13,4.0334402484631937e-13
108,0.00047705447010040785,0.004085383373252311,0.018518518518518517,0.0,0.18437256914509167,0.36920752915634675,0.043660933074118544,1.0,0.0,32,kagome,0.6,0.33915841577841677,4.307847439339028e-12,2.8371749394295875e-13,4.962141808562137e-13
108,0.00047705447010040785,0.004085383373252311,0.018518518518518517,0.0,0.18437256914509167,0.36920752915634675,0.043660933074118544,1.0,0.0,33,kagome,0.9,0.33915841577841677,4.307847439339028e-12,2.8371749394295875e-13,4.962141808562137e-13
72,1.1599586736567685e-08,6.796740410378201e-06,0.2638888888888889,0.16666666666666666,0.017902938151149368,0.08028154754525069,0.015415862375902705,1.0,0.0,34,square_octagon,-0.95,-0.31037683176388897,0.9975230141462735,0.17181946163969752,0.23886151399049516
72,1.0708919852249529e-13,9.339413683152448e-06,0.18055555555555555,0.1111111111111111,0.0009224911250869192,0.09137207422176427,0.0013227545249441483,1.0,0.0,35,square_octagon,-0.75,-0.29357602756641754,0.9677379246887492,0.16568210035328684,0.2488564976155176
72,2.454790544253694e-07,4.019123075128507e-06,0.2361111111111111,0.16666666666666666,0.03827470718318089,0.07357867130419436,0.0406158362071622,1.0,0.0,36,square_octagon,-0.5,-0.3357165765323913,0.8334235154082947,0.13571750560675627,0.19418568404747388
