run_id,topo,topo_class,coord_sig,n_nodes,n_bond,nu_target,nu_initial,nu_achieved_sim,E_achieved_sim,err,nu_aniso_std,solver_sim_gap,trustworthy,status,error,design_loss,design_path
64,rotating_squares,auxetic,5:0.22|6:0.25|7:0.53,32,101,0.4,0.31810153210195463,-0.3306870261199294,0.37272124893798647,0.7306870261199294,0.10274178404727217,4.2553022034541135,0,ok,,0.026713062123734446,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_rotating_squares_p040.npz
65,rotating_squares,auxetic,5:0.22|6:0.25|7:0.53,32,101,0.6,0.31810153210195463,-0.31427554757411547,0.3905009460321064,0.9142755475741154,0.08967969163246227,4.840255203372741,0,ok,,0.014653604828070927,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_rotating_squares_p060.npz
66,rotating_squares,auxetic,5:0.22|6:0.25|7:0.53,32,101,0.9,0.31810153210195463,-0.06938130039958439,0.5285463714376493,0.9693813003995844,0.04286772535637463,15.52641311011681,0,ok,,0.05577202073993401,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_rotating_squares_p090.npz
67,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,-0.95,0.27276423702272845,-0.43087128837975425,0.0018076451297038452,0.5191287116202457,0.34745025868956053,1.7219189744180028,0,ok,,0.3195297729234046,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_m095.npz
68,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,-0.75,0.27276423702272845,-0.4049116457396113,0.001841561378357525,0.3450883542603887,0.3526968343375938,2.6410255166014793,0,ok,,0.17217322757450707,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_m075.npz
69,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,-0.5,0.27276423702272845,-0.4224628409850036,0.001596315190902329,0.07753715901499642,0.28558732471920867,1.4807095783855833,0,ok,,0.039585442396474525,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_m050.npz
70,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,-0.3,0.27276423702272845,-0.3851639942085349,0.001621145185274158,0.08516399420853493,0.27462680843494003,0.7173040205655934,0,ok,,0.026454684759395067,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_m030.npz
71,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,-0.1,0.27276423702272845,-0.19685311485214235,0.0020726061408949353,0.09685311485214235,0.36050976286309555,0.9051853125382318,0,ok,,0.04342865495490852,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_m010.npz
72,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,0.1,0.27276423702272845,-0.1968422413369543,0.0024197298401298912,0.2968422413369543,0.3893404861612156,3.5904851265279496,0,ok,,0.04360887415860228,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_p010.npz
73,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,0.2,0.27276423702272845,0.0893070273798317,0.0025767769246864657,0.1106929726201683,0.30716941123918623,2.2010265292686118,0,ok,,0.029983724021859275,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_p020.npz
74,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,0.3,0.27276423702272845,0.2598215673199116,0.0031444889623891323,0.040178432680088416,0.2785783282383895,2.7730005711955212,0,ok,,0.04157386165365242,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_p030.npz
75,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,0.4,0.27276423702272845,0.3876937531358673,0.003468832815107518,0.01230624686413273,0.26276529303685986,2.9320171619363635,0,ok,,0.0433254399776591,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_p040.npz
76,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,0.6,0.27276423702272845,0.15980508208139588,0.0033664565823579074,0.4401949179186041,0.3554290171916332,1.7546577519683282,0,ok,,0.139072415842936,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_p060.npz
77,reentrant_honeycomb,auxetic,4:0.11|5:0.22|6:0.33|7:0.19|8:0.16,64,194,0.9,0.27276423702272845,0.5425881522117475,0.004702879340640968,0.3574118477882525,0.2559966242633427,3.329778722207455,0,ok,,0.10659154086477644,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_reentrant_honeycomb_p090.npz
78,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,-0.95,0.3083440930024813,-0.2690998764974631,0.5278483049058559,0.6809001235025369,0.00993593328123311,0.23793185888279625,0,ok,,0.41193373203291545,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_foam_poisson_m095.npz
79,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,-0.75,0.3083440930024813,-0.25351381658352223,0.5548276147140634,0.49648618341647777,0.017878783097309205,0.2148146224193663,0,ok,,0.23042901980329022,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_foam_poisson_m075.npz
80,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,-0.5,0.3083440930024813,-0.2733563030381076,0.5209500528838885,0.2266436969618924,0.011428248882614936,0.2250116229504442,0,ok,,0.03435172658658871,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_foam_poisson_m050.npz
81,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,-0.3,0.3083440930024813,-0.2163965874536799,0.5658589195467605,0.08360341254632009,0.009949653424888377,0.42712311695671346,0,ok,,0.00023567790528392633,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_foam_poisson_m030.npz
82,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,-0.1,0.3083440930024813,-0.09856609496848641,0.6837588645237749,0.0014339050315135965,0.01163017902950069,0.05969775870206035,0,ok,,6.718108461701059e-05,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_foam_poisson_m010.npz
83,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,0.1,0.3083440930024813,0.11107170808208691,0.8689344707734697,0.011071708082086906,0.011841907227598073,0.11748762068697138,0,ok,,0.00018242376204270823,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_foam_poisson_p010.npz
84,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,0.2,0.3083440930024813,0.20123766460582276,0.9712047974356042,0.0012376646058227525,0.003384762505041325,1.019647329873466e-11,1,ok,,1.2988430889995774e-05,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\design_g12_foam_poisson_p020.npz
85,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,0.3,0.3083440930024813,0.30025164158265927,1.0862075864698675,0.00025164158265927883,0.003862048373889595,1.2157218967115308e-12,1,ok,,1.4978741128239763e-05,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\design_g12_foam_poisson_p030.npz
86,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,0.4,0.3083440930024813,0.33356708336905866,1.0736374284985855,0.06643291663094136,0.01939075135503949,1.1191344921659231e-12,1,ok,,0.004789333650210392,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\design_g12_foam_poisson_p040.npz
87,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,0.6,0.3083440930024813,0.3389406093771034,1.0776354210513317,0.26105939062289657,0.02027311479812148,8.451710570356248e-13,1,ok,,0.06856300461604192,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\design_g12_foam_poisson_p060.npz
88,foam_poisson,foam,5:0.31|6:0.41|7:0.24|8:0.04,54,162,0.9,0.3083440930024813,0.340169359428914,1.0755140049297514,0.559830640571086,0.02071942699592082,1.1152748648335376e-12,1,ok,,0.3138396407773188,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\design_g12_foam_poisson_p090.npz
89,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,-0.95,0.29112897026245793,-0.05715417651873375,0.7321232997469547,0.8928458234812662,0.02637751727019094,0.5764563720598376,0,ok,,0.7394558189033067,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_flipped_tri_f8_m095.npz
90,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,-0.75,0.29112897026245793,-0.05715417651873375,0.7321232997469547,0.6928458234812662,0.02637751727019094,0.5764563720598376,0,ok,,0.4356559581280913,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_flipped_tri_f8_m075.npz
91,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,-0.5,0.29112897026245793,-0.05715417651873375,0.7321232997469547,0.4428458234812662,0.02637751727019094,0.5764563720598376,0,ok,,0.1684061321590718,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_flipped_tri_f8_m050.npz
92,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,-0.3,0.29112897026245793,-0.05715417651873375,0.7321232997469547,0.24284582348126624,0.02637751727019094,0.5764563720598376,0,ok,,0.044606271383856214,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_flipped_tri_f8_m030.npz
93,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,-0.1,0.29112897026245793,-0.05715417651873375,0.7321232997469547,0.042845823481266254,0.02637751727019094,0.5764563720598376,0,ok,,0.0008064106086406338,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_flipped_tri_f8_m010.npz
94,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,0.1,0.29112897026245793,0.10079555781895558,0.8704979744907104,0.0007955578189555723,0.00969142425539232,0.08307112957011932,0,ok,,3.322408204427422e-05,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\UNTRUSTED_g12_flipped_tri_f8_p010.npz
95,flipped_tri_f8,flipped,4:0.02|5:0.18|6:0.62|7:0.14|8:0.04,56,168,0.2,0.29112897026245793,0.20025149427858216,0.9723896613244837,0.00025149427858214835,0.00438690702508779,9.255670732658602e-12,1,ok,,1.9308202618831465e-05,C:\Users\doron\Documents\GitHub\MATERIALIZE\Phase 5\networks\g1_2_freed\design_g12_flipped_tri_f8_p020.npz
