i,after,rep,vs,ratio_to_baseline,secs
176,test_property_E,25,2.204663e-13,0.138,0.27
177,test_property_E,26,2.204663e-13,0.138,0.32
178,test_property_E,27,2.204663e-13,0.138,0.33
179,test_property_E,28,2.204663e-13,0.138,0.31
180,test_property_E,29,2.204663e-13,0.138,0.38
181,test_property_E,30,2.204663e-13,0.138,0.33
182,test_property_E,31,2.204663e-13,0.138,0.38
183,test_property_E,32,2.204663e-13,0.138,0.30
184,test_property_E,33,2.204663e-13,0.138,0.29
185,test_property_E,34,2.204663e-13,0.138,0.31
186,test_property_E,35,2.204663e-13,0.138,0.31
187,test_property_E,36,2.204663e-13,0.138,0.25
188,test_property_E,37,2.204663e-13,0.138,0.28
189,test_property_E,38,2.204663e-13,0.138,0.51
190,test_property_E,39,2.204663e-13,0.138,0.72
191,test_property_E,40,2.204663e-13,0.138,0.97
192,test_property_E,41,2.204663e-13,0.138,0.60
193,test_property_E,42,2.204663e-13,0.138,0.58
194,test_property_E,43,2.204663e-13,0.138,0.52
195,test_property_E,44,2.204663e-13,0.138,0.57
196,test_property_E,45,2.204663e-13,0.138,0.53
197,test_property_E,46,2.204663e-13,0.138,0.55
198,test_property_E,47,2.204663e-13,0.138,0.45
199,test_property_E,48,2.204663e-13,0.138,0.46
200,test_property_E,49,2.204663e-13,0.138,0.46
201,test_local_region,0,2.204663e-13,0.138,0.54
202,test_local_region,1,2.204663e-13,0.138,0.47
203,test_local_region,2,2.204663e-13,0.138,0.56
204,test_local_region,3,2.204663e-13,0.138,0.55
205,test_local_region,4,2.204663e-13,0.138,0.51
206,test_local_region,5,2.204663e-13,0.138,0.56
207,test_local_region,6,2.204663e-13,0.138,0.53
208,test_local_region,7,2.204663e-13,0.138,0.58
209,test_local_region,8,2.204663e-13,0.138,0.61
210,test_local_region,9,2.204663e-13,0.138,0.55
211,test_local_region,10,2.204663e-13,0.138,0.57
212,test_local_region,11,2.204663e-13,0.138,0.57
213,test_local_region,12,2.204663e-13,0.138,0.58
214,test_local_region,13,2.204663e-13,0.138,0.55
215,test_local_region,14,2.204663e-13,0.138,0.55
216,test_local_region,15,2.204663e-13,0.138,0.59
217,test_local_region,16,2.204663e-13,0.138,0.59
218,test_local_region,17,2.204663e-13,0.138,0.59
219,test_local_region,18,2.204663e-13,0.138,0.54
220,test_local_region,19,2.204663e-13,0.138,0.60
221,test_local_region,20,2.204663e-13,0.138,0.69
222,test_local_region,21,2.204663e-13,0.138,0.45
223,test_local_region,22,2.204663e-13,0.138,0.60
224,test_local_region,23,2.204663e-13,0.138,0.52
225,test_local_region,24,2.204663e-13,0.138,0.58
226,test_local_region,25,2.204663e-13,0.138,0.56
227,test_local_region,26,2.204663e-13,0.138,0.51
228,test_local_region,27,2.204663e-13,0.138,0.55
229,test_local_region,28,2.204663e-13,0.138,0.65
230,test_local_region,29,2.204663e-13,0.138,0.53
231,test_local_region,30,2.204663e-13,0.138,0.52
232,test_local_region,31,2.204663e-13,0.138,0.57
233,test_local_region,32,2.204663e-13,0.138,0.54
234,test_local_region,33,2.204663e-13,0.138,0.64
235,test_local_region,34,2.204663e-13,0.138,0.60
236,test_local_region,35,2.204663e-13,0.138,0.58
237,test_local_region,36,2.204663e-13,0.138,0.69
238,test_local_region,37,2.204663e-13,0.138,0.63
239,test_local_region,38,2.204663e-13,0.138,0.62
240,test_local_region,39,2.204663e-13,0.138,0.61
241,test_local_region,40,2.204663e-13,0.138,0.57
242,test_local_region,41,2.204663e-13,0.138,0.65
243,test_local_region,42,2.204663e-13,0.138,0.51
244,test_local_region,43,2.204663e-13,0.138,0.62
245,test_local_region,44,2.204663e-13,0.138,0.48
246,test_local_region,45,2.204663e-13,0.138,0.44
247,test_local_region,46,2.204663e-13,0.138,0.53
248,test_local_region,47,2.204663e-13,0.138,0.58
249,test_local_region,48,2.204663e-13,0.138,0.53
250,test_local_region,49,2.204663e-13,0.138,0.51
251,test_mixed_global_local,0,2.204663e-13,0.138,0.55
252,test_mixed_global_local,1,2.204663e-13,0.138,0.48
253,test_mixed_global_local,2,2.204663e-13,0.138,0.56
254,test_mixed_global_local,3,2.204663e-13,0.138,0.56
255,test_mixed_global_local,4,2.204663e-13,0.138,0.61
256,test_mixed_global_local,5,2.204663e-13,0.138,0.50
257,test_mixed_global_local,6,2.204663e-13,0.138,0.54
258,test_mixed_global_local,7,2.204663e-13,0.138,0.67
259,test_mixed_global_local,8,2.204663e-13,0.138,0.60
260,test_mixed_global_local,9,2.204663e-13,0.138,0.59
261,test_mixed_global_local,10,2.204663e-13,0.138,0.60
262,test_mixed_global_local,11,2.204663e-13,0.138,0.57
263,test_mixed_global_local,12,2.204663e-13,0.138,0.55
264,test_mixed_global_local,13,2.204663e-13,0.138,0.62
265,test_mixed_global_local,14,2.204663e-13,0.138,0.53
266,test_mixed_global_local,15,2.204663e-13,0.138,0.61
267,test_mixed_global_local,16,2.204663e-13,0.138,0.56
268,test_mixed_global_local,17,2.204663e-13,0.138,0.59
269,test_mixed_global_local,18,2.204663e-13,0.138,0.55
270,test_mixed_global_local,19,2.204663e-13,0.138,0.54
271,test_mixed_global_local,20,2.204663e-13,0.138,0.61
272,test_mixed_global_local,21,2.204663e-13,0.138,0.60
273,test_mixed_global_local,22,2.204663e-13,0.138,0.71
274,test_mixed_global_local,23,2.204663e-13,0.138,0.60
275,test_mixed_global_local,24,2.204663e-13,0.138,0.54
276,test_mixed_global_local,25,2.204663e-13,0.138,0.59
277,test_mixed_global_local,26,2.204663e-13,0.138,0.58
278,test_mixed_global_local,27,2.204663e-13,0.138,0.62
279,test_mixed_global_local,28,2.204663e-13,0.138,0.52
280,test_mixed_global_local,29,2.204663e-13,0.138,0.59
281,test_mixed_global_local,30,2.204663e-13,0.138,0.52
282,test_mixed_global_local,31,2.204663e-13,0.138,0.54
283,test_mixed_global_local,32,2.204663e-13,0.138,0.50
284,test_mixed_global_local,33,2.204663e-13,0.138,0.46
285,test_mixed_global_local,34,2.204663e-13,0.138,0.64
286,test_mixed_global_local,35,2.204663e-13,0.138,0.56
287,test_mixed_global_local,36,2.204663e-13,0.138,0.57
288,test_mixed_global_local,37,2.204663e-13,0.138,0.53
289,test_mixed_global_local,38,2.204663e-13,0.138,0.37
290,test_mixed_global_local,39,2.204663e-13,0.138,0.31
291,test_mixed_global_local,40,2.204663e-13,0.138,0.56
292,test_mixed_global_local,41,2.204663e-13,0.138,0.65
293,test_mixed_global_local,42,2.204663e-13,0.138,0.63
294,test_mixed_global_local,43,2.204663e-13,0.138,0.67
295,test_mixed_global_local,44,2.204663e-13,0.138,0.57
296,test_mixed_global_local,45,2.204663e-13,0.138,0.58
297,test_mixed_global_local,46,2.204663e-13,0.138,0.55
298,test_mixed_global_local,47,2.204663e-13,0.138,0.54
299,test_mixed_global_local,48,2.204663e-13,0.138,0.62
300,test_mixed_global_local,49,2.204663e-13,0.138,0.56
301,test_large_N_adjoint,0,2.204663e-13,0.138,0.60
302,test_large_N_adjoint,1,2.204663e-13,0.138,0.57
303,test_large_N_adjoint,2,2.204663e-13,0.138,0.52
304,test_large_N_adjoint,3,2.204663e-13,0.138,0.54
305,test_large_N_adjoint,4,2.204663e-13,0.138,0.51
306,test_large_N_adjoint,5,2.204663e-13,0.138,0.62
307,test_large_N_adjoint,6,2.204663e-13,0.138,0.61
308,test_large_N_adjoint,7,2.204663e-13,0.138,0.62
309,test_large_N_adjoint,8,2.204663e-13,0.138,0.54
310,test_large_N_adjoint,9,2.204663e-13,0.138,0.62
311,test_large_N_adjoint,10,2.204663e-13,0.138,0.69
312,test_large_N_adjoint,11,2.204663e-13,0.138,0.58
313,test_large_N_adjoint,12,2.204663e-13,0.138,0.54
314,test_large_N_adjoint,13,2.204663e-13,0.138,0.56
315,test_large_N_adjoint,14,2.204663e-13,0.138,0.59
316,test_large_N_adjoint,15,2.204663e-13,0.138,0.63
317,test_large_N_adjoint,16,2.204663e-13,0.138,0.63
318,test_large_N_adjoint,17,2.204663e-13,0.138,0.50
319,test_large_N_adjoint,18,2.204663e-13,0.138,0.64
320,test_large_N_adjoint,19,2.204663e-13,0.138,0.57
321,test_large_N_adjoint,20,2.204663e-13,0.138,0.53
322,test_large_N_adjoint,21,2.204663e-13,0.138,0.51
323,test_large_N_adjoint,22,2.204663e-13,0.138,0.71
324,test_large_N_adjoint,23,2.204663e-13,0.138,0.65
325,test_large_N_adjoint,24,2.204663e-13,0.138,0.50
326,test_large_N_adjoint,25,2.204663e-13,0.138,0.60
327,test_large_N_adjoint,26,2.204663e-13,0.138,0.56
328,test_large_N_adjoint,27,2.204663e-13,0.138,0.58
329,test_large_N_adjoint,28,2.204663e-13,0.138,0.59
330,test_large_N_adjoint,29,2.204663e-13,0.138,0.54
331,test_large_N_adjoint,30,2.204663e-13,0.138,0.58
332,test_large_N_adjoint,31,2.204663e-13,0.138,0.59
333,test_large_N_adjoint,32,2.204663e-13,0.138,0.65
334,test_large_N_adjoint,33,2.204663e-13,0.138,0.58
335,test_large_N_adjoint,34,2.204663e-13,0.138,0.56
336,test_large_N_adjoint,35,2.204663e-13,0.138,0.56
337,test_large_N_adjoint,36,2.204663e-13,0.138,0.57
338,test_large_N_adjoint,37,2.204663e-13,0.138,0.60
339,test_large_N_adjoint,38,2.204663e-13,0.138,0.52
340,test_large_N_adjoint,39,2.204663e-13,0.138,0.58
341,test_large_N_adjoint,40,2.204663e-13,0.138,0.65
342,test_large_N_adjoint,41,2.204663e-13,0.138,0.57
343,test_large_N_adjoint,42,2.204663e-13,0.138,0.33
344,test_large_N_adjoint,43,2.204663e-13,0.138,0.27
345,test_large_N_adjoint,44,2.204663e-13,0.138,0.18
346,test_large_N_adjoint,45,2.204663e-13,0.138,0.23
347,test_large_N_adjoint,46,2.204663e-13,0.138,0.19
348,test_large_N_adjoint,47,2.204663e-13,0.138,0.21
349,test_large_N_adjoint,48,2.204663e-13,0.138,0.22
350,test_large_N_adjoint,49,2.204663e-13,0.138,0.20
351,test_open_domain,0,2.204663e-13,0.138,0.38
352,test_open_domain,1,2.204663e-13,0.138,0.32
353,test_open_domain,2,2.204663e-13,0.138,0.30
354,test_open_domain,3,2.204663e-13,0.138,0.29
355,test_open_domain,4,2.204663e-13,0.138,0.27
356,test_open_domain,5,2.204663e-13,0.138,0.29
357,test_open_domain,6,2.204663e-13,0.138,0.35
358,test_open_domain,7,2.204663e-13,0.138,0.36
359,test_open_domain,8,2.204663e-13,0.138,0.37
360,test_open_domain,9,2.204663e-13,0.138,0.35
361,test_open_domain,10,2.204663e-13,0.138,0.37
362,test_open_domain,11,2.204663e-13,0.138,0.32
363,test_open_domain,12,2.204663e-13,0.138,0.32
364,test_open_domain,13,2.204663e-13,0.138,0.27
365,test_open_domain,14,2.204663e-13,0.138,0.32
366,test_open_domain,15,2.204663e-13,0.138,0.32
367,test_open_domain,16,2.204663e-13,0.138,0.33
368,test_open_domain,17,2.204663e-13,0.138,0.34
369,test_open_domain,18,2.204663e-13,0.138,0.34
370,test_open_domain,19,2.204663e-13,0.138,0.35
371,test_open_domain,20,2.204663e-13,0.138,0.36
372,test_open_domain,21,2.204663e-13,0.138,0.36
373,test_open_domain,22,2.204663e-13,0.138,0.34
374,test_open_domain,23,2.204663e-13,0.138,0.31
375,test_open_domain,24,2.204663e-13,0.138,0.32
376,test_open_domain,25,2.204663e-13,0.138,0.32
377,test_open_domain,26,2.204663e-13,0.138,0.37
378,test_open_domain,27,2.204663e-13,0.138,0.35
379,test_open_domain,28,2.204663e-13,0.138,0.31
380,test_open_domain,29,2.204663e-13,0.138,0.32
381,test_open_domain,30,2.204663e-13,0.138,0.34
382,test_open_domain,31,2.204663e-13,0.138,0.28
383,test_open_domain,32,2.204663e-13,0.138,0.31
384,test_open_domain,33,2.204663e-13,0.138,0.31
385,test_open_domain,34,2.204663e-13,0.138,0.27
386,test_open_domain,35,2.204663e-13,0.138,0.27
387,test_open_domain,36,2.204663e-13,0.138,0.32
388,test_open_domain,37,2.204663e-13,0.138,0.28
389,test_open_domain,38,2.204663e-13,0.138,0.30
390,test_open_domain,39,2.204663e-13,0.138,0.28
391,test_open_domain,40,2.204663e-13,0.138,0.28
392,test_open_domain,41,2.204663e-13,0.138,0.29
393,test_open_domain,42,2.204663e-13,0.138,0.27
394,test_open_domain,43,2.204663e-13,0.138,0.28
395,test_open_domain,44,2.204663e-13,0.138,0.28
396,test_open_domain,45,2.204663e-13,0.138,0.26
397,test_open_domain,46,2.204663e-13,0.138,0.29
398,test_open_domain,47,2.204663e-13,0.138,0.31
399,test_open_domain,48,2.204663e-13,0.138,0.31
400,test_open_domain,49,2.204663e-13,0.138,0.27
401,test_directional,0,2.204663e-13,0.138,0.29
402,test_directional,1,2.204663e-13,0.138,0.25
403,test_directional,2,2.204663e-13,0.138,0.23
404,test_directional,3,2.204663e-13,0.138,0.26
405,test_directional,4,2.204663e-13,0.138,0.24
406,test_directional,5,2.204663e-13,0.138,0.25
407,test_directional,6,2.204663e-13,0.138,0.25
408,test_directional,7,2.204663e-13,0.138,0.26
409,test_directional,8,2.204663e-13,0.138,0.24
410,test_directional,9,2.204663e-13,0.138,0.24
411,test_directional,10,2.204663e-13,0.138,0.26
412,test_directional,11,2.204663e-13,0.138,0.24
413,test_directional,12,2.204663e-13,0.138,0.22
414,test_directional,13,2.204663e-13,0.138,0.27
415,test_directional,14,2.204663e-13,0.138,0.29
416,test_directional,15,2.204663e-13,0.138,0.27
417,test_directional,16,2.204663e-13,0.138,0.23
418,test_directional,17,2.204663e-13,0.138,0.27
419,test_directional,18,2.204663e-13,0.138,0.30
420,test_directional,19,2.204663e-13,0.138,0.29
421,test_directional,20,2.204663e-13,0.138,0.28
422,test_directional,21,2.204663e-13,0.138,0.26
423,test_directional,22,2.204663e-13,0.138,0.29
424,test_directional,23,2.204663e-13,0.138,0.25
425,test_directional,24,2.204663e-13,0.138,0.25
426,test_directional,25,2.204663e-13,0.138,0.25
427,test_directional,26,2.204663e-13,0.138,0.27
428,test_directional,27,2.204663e-13,0.138,0.30
429,test_directional,28,2.204663e-13,0.138,0.26
430,test_directional,29,2.204663e-13,0.138,0.26
431,test_directional,30,2.204663e-13,0.138,0.26
432,test_directional,31,2.204663e-13,0.138,0.27
433,test_directional,32,2.204663e-13,0.138,0.28
434,test_directional,33,2.204663e-13,0.138,0.25
435,test_directional,34,2.204663e-13,0.138,0.24
436,test_directional,35,2.204663e-13,0.138,0.25
437,test_directional,36,2.204663e-13,0.138,0.24
438,test_directional,37,2.204663e-13,0.138,0.25
439,test_directional,38,2.204663e-13,0.138,0.24
440,test_directional,39,2.204663e-13,0.138,0.23
441,test_directional,40,2.204663e-13,0.138,0.26
442,test_directional,41,2.204663e-13,0.138,0.28
443,test_directional,42,2.204663e-13,0.138,0.23
444,test_directional,43,2.204663e-13,0.138,0.27
445,test_directional,44,2.204663e-13,0.138,0.31
446,test_directional,45,2.204663e-13,0.138,0.25
447,test_directional,46,2.204663e-13,0.138,0.24
448,test_directional,47,2.204663e-13,0.138,0.25
449,test_directional,48,2.204663e-13,0.138,0.27
450,test_directional,49,2.204663e-13,0.138,0.23
451,test_constrain_isotropic,0,2.204663e-13,0.138,0.58
452,test_constrain_isotropic,1,2.204663e-13,0.138,0.55
453,test_constrain_isotropic,2,2.204663e-13,0.138,0.54
454,test_constrain_isotropic,3,2.204663e-13,0.138,0.56
455,test_constrain_isotropic,4,2.204663e-13,0.138,0.59
456,test_constrain_isotropic,5,2.204663e-13,0.138,0.65
457,test_constrain_isotropic,6,2.204663e-13,0.138,0.59
458,test_constrain_isotropic,7,2.204663e-13,0.138,0.60
459,test_constrain_isotropic,8,2.204663e-13,0.138,0.51
460,test_constrain_isotropic,9,2.204663e-13,0.138,0.62
461,test_constrain_isotropic,10,2.204663e-13,0.138,0.59
462,test_constrain_isotropic,11,2.204663e-13,0.138,0.65
463,test_constrain_isotropic,12,2.204663e-13,0.138,0.51
464,test_constrain_isotropic,13,2.204663e-13,0.138,0.59
465,test_constrain_isotropic,14,2.204663e-13,0.138,0.67
466,test_constrain_isotropic,15,2.204663e-13,0.138,0.67
467,test_constrain_isotropic,16,2.204663e-13,0.138,0.64
468,test_constrain_isotropic,17,2.204663e-13,0.138,0.63
469,test_constrain_isotropic,18,2.204663e-13,0.138,0.51
470,test_constrain_isotropic,19,2.204663e-13,0.138,0.47
471,test_constrain_isotropic,20,2.204663e-13,0.138,0.56
472,test_constrain_isotropic,21,2.204663e-13,0.138,0.70
473,test_constrain_isotropic,22,2.204663e-13,0.138,0.62
474,test_constrain_isotropic,23,2.204663e-13,0.138,0.52
475,test_constrain_isotropic,24,2.204663e-13,0.138,0.60
476,test_constrain_isotropic,25,2.204663e-13,0.138,0.61
477,test_constrain_isotropic,26,2.204663e-13,0.138,0.53
478,test_constrain_isotropic,27,2.204663e-13,0.138,0.52
479,test_constrain_isotropic,28,2.204663e-13,0.138,0.55
480,test_constrain_isotropic,29,2.204663e-13,0.138,0.46
481,test_constrain_isotropic,30,2.204663e-13,0.138,0.51
482,test_constrain_isotropic,31,2.204663e-13,0.138,0.33
483,test_constrain_isotropic,32,2.204663e-13,0.138,0.28
484,test_constrain_isotropic,33,2.204663e-13,0.138,0.44
485,test_constrain_isotropic,34,2.204663e-13,0.138,0.50
486,test_constrain_isotropic,35,2.204663e-13,0.138,0.64
487,test_constrain_isotropic,36,2.204663e-13,0.138,0.64
488,test_constrain_isotropic,37,2.204663e-13,0.138,0.59
489,test_constrain_isotropic,38,2.204663e-13,0.138,0.66
490,test_constrain_isotropic,39,2.204663e-13,0.138,0.54
491,test_constrain_isotropic,40,2.204663e-13,0.138,0.44
492,test_constrain_isotropic,41,2.204663e-13,0.138,0.48
493,test_constrain_isotropic,42,2.204663e-13,0.138,0.50
494,test_constrain_isotropic,43,2.204663e-13,0.138,0.54
495,test_constrain_isotropic,44,2.204663e-13,0.138,0.59
496,test_constrain_isotropic,45,2.204663e-13,0.138,0.59
